Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
360,Super OETH,SUPEROETH,"$3,933.84",0.20%,2.56%,2.79%,-5.71%,"$107,977","42,974.81403894","42,974.81403894","$169,053,349"
361,Conscious Token,CONSCIOUS,$0.359306,0.14%,-1.00%,-1.12%,4.16%,"$795,517","468,351,273.90558267","1,000,000,000","$168,535,717"
362,Midas mF-ONE,MF-ONE,$1.046,-0.00%,0.01%,0.30%,1.14%,$0,"159,781,587.7526316","159,781,587.7526316","$167,142,964"
363,cat in a dogs world,MEW,$0.00187705,0.13%,1.32%,2.14%,-31.17%,"$12,731,404","88,888,888,888.88000488","88,888,888,888.88000488","$166,848,221"
364,GoMining Token,GOMINING,$0.408165,0.10%,-0.98%,-2.89%,-13.71%,"$7,455,248","406,902,887.78860188","406,902,887.78860188","$166,253,264"
365,BTSE Token,BTSE,$1.023,-0.29%,-2.52%,-1.21%,-37.26%,"$1,536,184","162,061,501","200,000,000","$165,773,220"
366,Turbo,TURBO,$0.00239081,0.15%,2.00%,-3.04%,-33.48%,"$16,199,798","69,000,000,000","69,000,000,000","$164,965,884"
367,Ultima,ULTIMA,"$4,105.8",1.65%,-1.14%,7.42%,-41.64%,"$11,318,595","39,379.733657","100,000","$162,616,342"
368,Safe,SAFE,$0.251168,0.18%,-1.59%,-4.78%,-35.24%,"$3,170,387","647,156,877","1,000,000,000","$162,568,742"
369,KOGE,KOGE,$48,-0.09%,-0.01%,-0.01%,-0.02%,"$531,541,905","3,379,998.56","3,379,998.56","$162,282,793"
370,yearn.finance,YFI,"$4,761.08",0.13%,-0.14%,2.31%,-8.56%,"$11,888,195","33,957.99492408","36,666","$161,733,348"
372,APEX,APEX,$1.21,1.62%,4.18%,23.95%,172.67%,"$13,484,715","132,407,204","499,999,990","$160,651,053"
371,BUILDon,B,$0.160008,-0.17%,-6.78%,-6.30%,-52.35%,"$10,031,241","1,000,000,000","1,000,000,000","$160,007,881"
373,InfiniFi USD,IUSD,$0.999758,-0.01%,0.02%,-0.02%,0.02%,"$113,086","159,661,716.94833401","159,661,716.94833401","$159,635,396"
374,Ether.fi Staked BTC,EBTC,"$110,591",-0.08%,1.09%,3.88%,-2.57%,"$1,743.56","1,435.27303751","1,435.27303751","$158,651,778"
375,BitMart,BMX,$0.464612,2.20%,4.93%,10.75%,16.26%,"$6,366,453","339,412,030","639,412,030","$157,733,654"
376,Spiko US T-Bills Money Market Fund,USTBL,$1.062,0.00%,0.01%,0.07%,0.31%,$0,"148,363,163.78312999","148,363,163.78312999","$157,627,553"
377,YieldFi yToken,YUSD,$1.13,-0.01%,0.14%,0.52%,0.73%,"$108,260","139,508,397.91491419","139,508,397.91491419","$157,084,223"
378,MAG7.ssi,MAG7.SSI,$0.929063,-0.01%,0.92%,3.61%,-8.61%,"$680,781","168,705,373.92255649","168,705,373.92255649","$156,738,240"
379,Nervos Network,CKB,$0.003298,0.57%,-0.19%,3.93%,-25.47%,"$5,345,507","47,515,306,104.10137177","48,268,008,300.03636169","$156,681,814"
380,Ravencoin,RVN,$0.00990346,0.09%,0.97%,3.34%,-16.98%,"$4,959,872","15,728,076,487.94730949","15,728,258,987.94730949","$155,821,567"
382,ALEO,ALEO,$0.260357,-0.09%,0.50%,7.03%,21.81%,"$5,040,041","598,789,246.60589004","1,848,935,186.05794406","$155,790,512"
381,Zilliqa,ZIL,$0.00795816,0.57%,1.08%,1.20%,-27.91%,"$7,917,662","19,563,732,164.87778854","20,244,874,077.72212982","$155,684,130"
383,Infrared Bera,IBERA,$1.97,2.82%,-4.75%,6.88%,-29.74%,"$172,193","78,969,316.59350884","78,969,316.59350884","$155,551,249"
385,Bio Protocol,BIO,$0.087567,1.04%,3.22%,7.91%,-38.90%,"$55,916,898","1,769,745,956.33999991","3,320,000,000","$154,949,596"
384,River,RIVER,$7.87,-5.39%,-14.43%,113.84%,218.36%,"$18,763,310","19,600,000","100,000,000","$154,739,846"
387,Metal Blockchain,METAL,$0.300292,-0.00%,4.16%,1.03%,-26.52%,"$1,214,340","507,639,839.05283552","666,666,666","$152,440,021"
388,Elixir deUSD,DEUSD,$1,0.03%,0.01%,-0.09%,-0.01%,"$1,297,700","151,413,318.30067959","151,413,318.30067959","$151,422,471"
389,Crypto.com Staked ETH,CDCETH,"$4,147.8",0.19%,2.11%,2.83%,-5.99%,"$34,004","36,420","36,420","$150,969,904"
390,Stargate Finance,STG,$0.155238,-0.09%,-1.37%,-0.97%,-18.57%,"$4,132,752","971,464,728.37014198","1,000,000,000","$150,792,734"
391,Popcat,POPCAT,$0.153668,0.11%,2.38%,7.15%,-32.03%,"$22,383,865","979,978,669.96000004","979,978,669.96000004","$150,626,382"
392,Kava,KAVA,$0.138801,0.34%,0.07%,-5.76%,-56.61%,"$6,380,515","1,082,853,067","1,082,853,067","$150,157,526"
386,Quantum Resistant Ledger,QRL,$1.91,2.49%,-7.86%,7.85%,13.37%,"$445,945","78,392,960","78,392,960","$150,093,304"
393,GUSD,GUSD,$1,-0.07%,0.10%,0.04%,0.00%,"$8,567,191","149,790,000","320,000,000","$149,798,344"
394,AgentFun.AI,AGENTFUN,$1.5,0.12%,2.75%,2.88%,-28.63%,$77.87,"100,000,000","100,000,000","$149,532,438"
395,CoinEx,CET,$0.05721,0.16%,-0.01%,-2.76%,-3.02%,"$148,472","2,609,652,072.67999983","2,609,652,072.67999983","$149,297,984"
396,TDCCP,TDCCP,$0.232809,0.50%,0.28%,1.07%,2.47%,"$139,253","639,999,980.89999998","639,999,980.89999998","$148,833,849"
397,Wrapped Aave Ethereum WETH,WAETHWETH,"$4,149.06",0.07%,2.42%,2.83%,-5.56%,"$660,102","35,797.44048955","35,797.44048955","$148,411,641"
400,Euler,EUL,$7.9,2.09%,7.04%,3.74%,-14.48%,"$14,821,246","18,685,530.67","27,182,818.28459","$147,665,359"
398,AWE Network,AWE,$0.075803,-0.44%,1.23%,0.91%,-21.14%,"$9,935,598","1,942,420,283.02706718","1,942,420,283.02706718","$147,259,537"
399,Celo,CELO,$0.25183,0.13%,2.16%,-1.47%,-6.39%,"$14,911,091","584,100,629","1,000,000,000","$147,140,389"
401,Lombard,BARD,$0.651294,0.30%,0.44%,1.87%,-45.65%,"$32,998,101","225,000,000","1,000,000,000","$146,519,667"
402,XPR Network,XPR,$0.00518179,0.17%,3.52%,10.31%,-15.10%,"$3,312,022","28,121,563,469.79959106","31,046,832,701.25558853","$145,573,991"
403,Staked USDai,SUSDAI,$1.051,0.14%,0.37%,0.52%,1.07%,"$4,440,773","138,313,779.06406489","138,313,779.06406489","$145,343,176"
404,Astar,ASTR,$0.01758081,0.02%,1.01%,-0.85%,-23.27%,"$4,308,344","8,195,777,263","8,535,920,349","$144,105,089"
405,STASIS EURO,EURS,$1.16,0.17%,0.06%,0.93%,-0.42%,"$30,098","124,125,940","124,125,940","$143,467,378"
406,Sui Bridged WBTC (Sui),WBTC,"$110,742",-0.22%,0.82%,3.93%,-2.45%,"$8,365,622","1,299.47680105","1,299.47680105","$143,338,059"
407,Velo,VELO,$0.00807133,0.19%,0.23%,-11.14%,-42.81%,"$19,388,144","17,563,876,115","23,999,804,192.58634186","$141,793,369"
408,VVS Finance,VVS,$0.00000302,0.14%,3.80%,4.93%,-27.08%,"$734,121","46,821,868,105,724.4375","95,045,732,394,279.0625","$141,476,262"
409,DeAgentAI,AIA,$1.42,1.15%,11.19%,46.59%,364.59%,"$28,849,113","99,500,000","1,000,000,000","$140,988,460"
410,StarkGate Bridged USDC (Starknet),USDC,$0.999827,-0.01%,0.00%,0.00%,0.02%,"$10,483,407","140,263,082.62740299","140,263,082.62740299","$140,233,551"
411,UCHAIN,UCN,"$1,398.12",-0.65%,1.02%,2.48%,25.25%,"$12,761,985","100,000","100,000","$139,820,682"
412,Restaking Vault ETH,RSTETH,"$4,776.8",,2.03%,3.35%,-5.37%,"$1,157.12","29,212.43167535","29,212.43167535","$139,541,957"
413,Stargate Bridged WETH,WETH,"$3,932.7",0.13%,2.38%,2.81%,-5.61%,"$9,630,925","35,259.07750632","35,259.07750632","$138,669,999"
414,Threshold Network,T,$0.01280715,-0.30%,1.70%,7.70%,-17.87%,"$3,762,282","10,784,054,375.95923996","11,155,000,000","$138,104,735"
415,Shuffle,SHFL,$0.403034,1.46%,-16.77%,-2.10%,15.44%,"$1,953,502","341,342,155.77477729","947,221,279.08761501","$137,512,385"
416,AUSD,AUSD,$0.99984,-0.00%,-0.01%,0.00%,0.03%,"$10,360,405","137,366,573","137,366,573","$137,343,332"
417,Unit Plasma,UXPL,$0.381203,-1.13%,5.18%,-6.14%,,"$5,266,935","360,063,795.81","10,000,000,000","$137,256,734"
418,Function FBTC,FBTC,"$110,873",0.27%,1.23%,7.10%,-1.64%,"$244,776","1,235.54560357","11,885.41468676","$137,170,039"
419,Unit Pump,UPUMP,$0.00422709,0.95%,11.38%,18.33%,-27.33%,"$3,509,429","31,901,834,623.08000183","1,000,000,000,000","$135,915,327"
420,Peanut the Squirrel,PNUT,$0.135783,0.16%,0.52%,2.39%,-37.10%,"$20,219,603","999,858,912.07000005","999,858,912.07000005","$135,794,989"
421,Unibase,UB,$0.053968,-0.14%,-2.83%,59.94%,50.32%,"$37,758,567","2,500,000,000","10,000,000,000","$134,731,320"
422,Blur,BLUR,$0.052147,0.15%,2.01%,2.80%,-32.77%,"$9,720,122","2,570,708,333.95167398","3,000,000,000","$134,054,516"
423,cETH,CETH,$79.07,0.17%,2.33%,2.68%,-5.80%,$7.08,"1,695,572.06504461","1,695,572.06504461","$134,030,245"
424,Mina Protocol,MINA,$0.105758,0.37%,1.39%,-1.76%,-36.10%,"$8,147,068","1,258,668,384.84003901","1,258,668,384.84003901","$133,141,531"
425,Grass,GRASS,$0.423407,0.21%,1.80%,-6.30%,-51.45%,"$21,140,913","313,360,158","1,000,000,000","$132,463,851"
426,Avalanche Bridged WETH (Avalanche),WETH,"$3,932.95",0.26%,2.43%,2.95%,-5.83%,"$18,808,917","33,630.26782563","33,630.26782563","$132,236,000"
427,KUB Coin,KUB,$1.47,-0.15%,2.07%,4.26%,-4.52%,"$378,486","88,850,000","110,000,000","$131,121,956"
428,Theo Short Duration US Treasury Fund,THBILL,$1.012,-0.01%,0.38%,0.38%,0.75%,"$14,132,927","129,522,117.82625601","129,522,117.82625601","$131,026,498"
429,Wrapped Aave Ethereum USDC,WAETHUSDC,$1.15,-0.01%,-0.01%,0.06%,-0.41%,"$9,813,664","113,436,915.389999","113,436,915.389999","$130,352,500"
430,Railgun,RAIL,$2.27,-0.78%,1.53%,-7.20%,150.66%,"$1,995,768","57,500,000","57,500,000","$130,281,458"
431,ZIGChain,ZIG,$0.092467,0.63%,0.87%,-8.01%,1.26%,"$1,827,622","1,408,940,795.23965168","1,953,940,795.23965168","$130,241,604"
432,ZetaChain,ZETA,$0.120476,0.06%,1.22%,7.20%,-31.73%,"$8,119,369","1,072,093,750","2,100,000,000","$129,152,948"
433,Metaplex,MPLX,$0.224157,0.33%,0.61%,6.64%,-17.08%,"$3,417,817","572,712,653","1,000,000,000","$128,420,733"
434,MANTRA,OM,$0.117065,-0.25%,-2.30%,-2.96%,-32.56%,"$22,574,527","1,092,555,934.18012691","1,706,667,401.68885398","$127,905,685"
435,Apollo Diversified Credit Securitize Fund,ACRED,"$1,066.54",-0.01%,-0.12%,0.04%,0.28%,$0,"119,840.699878","119,840.699878","$127,808,449"
436,XPIN Network,XPIN,$0.00828344,2.37%,0.63%,133.20%,818.13%,"$159,333,406","15,465,000,000","100,000,000,000","$127,619,326"
437,Hyperbeat USDT,HBUSDT,$1.077,-0.25%,-0.03%,0.94%,4.65%,"$430,396","118,276,495.5131164","118,276,495.5131164","$127,568,659"
438,Yala Stablecoin,YU,$0.99947,-0.01%,-0.08%,-0.03%,-0.05%,"$118,154","125,766,427.93785851","125,766,427.93785851","$125,699,833"
439,peaq,PEAQ,$0.090202,-2.51%,12.58%,19.70%,-22.98%,"$8,938,914","1,391,760,076.45119691","4,335,075,938.25645161","$125,471,788"
440,Frax (prev. FXS),FRAX,$1.39,0.04%,-0.28%,4.32%,-42.52%,"$7,175,042","89,286,000.48864006","99,681,495.59113359","$124,470,792"
441,Oasis,ROSE,$0.01652418,0.38%,-0.47%,-5.69%,-37.11%,"$3,891,381","7,414,545,530","10,000,000,000","$122,475,485"
442,Wrapped Savings rUSD,WSRUSD,$1.045,-0.01%,0.10%,0.13%,-2.16%,"$15,603.63","115,783,634.5393369","115,783,634.5393369","$121,001,958"
443,Verus,VRSC,$1.51,-1.31%,1.06%,-0.12%,-13.37%,"$7,272.62","79,460,546.64882173","79,463,994.2344871","$120,262,822"
444,Renzo Restaked LST,PZETH,"$4,779.62",0.08%,1.41%,2.68%,-4.92%,"$19,017.67","25,153.88123963","25,153.88123963","$120,153,854"
445,CoW Protocol,COW,$0.227313,0.18%,1.29%,0.73%,-20.20%,"$7,860,385","527,703,038.32981223","1,000,000,000","$119,966,463"
446,Gems VIP,GEMS,$0.195908,-0.65%,-0.34%,-6.38%,-6.75%,"$3,073,621","612,237,363.6980958","838,059,738.74737549","$119,942,067"
447,Stargate Bridged USDC,USDC.E,$1,-0.03%,0.04%,0.10%,0.05%,"$14,853,574","119,684,059.20885","119,684,059.20885","$119,584,201"
448,Avant USD,AVUSD,$1,0.01%,-0.01%,-0.05%,0.03%,"$324,419","119,279,164.7613724","119,279,164.7613724","$119,311,419"
449,Ozone Chain,OZO,$0.132806,0.47%,-1.15%,-1.66%,0.82%,"$235,423","896,361,068","1,000,000,000","$118,867,932"
450,Resolv Liquidity Provider Token,RLP,$1.25,0.19%,0.06%,0.35%,0.93%,"$409,328","94,740,157.65432136","94,740,157.65432136","$118,632,062"
451,Rollbit Coin,RLB,$0.062929,0.13%,1.84%,1.78%,-8.00%,"$280,435","1,878,430,079.62399101","1,878,489,192.97438097","$118,225,614"
452,Holo,HOT,$0.00066416,-0.21%,0.53%,-4.21%,-24.33%,"$4,354,194","177,619,433,541.14129639","177,619,433,541.14129639","$117,953,047"
453,World Mobile Token,WMTX,$0.151661,-0.14%,-0.69%,2.91%,-37.15%,"$6,217,931","775,829,138.38818705","2,000,000,000","$117,664,460"
454,Frax USD,FRXUSD,$0.999739,-0.01%,0.02%,-0.02%,0.00%,"$43,521,386","117,556,061.9723264","117,556,061.9723264","$117,525,409"
456,Centrifuge,CFG,$0.206538,0.70%,2.28%,2.22%,-29.12%,"$1,414,338","566,816,740","680,000,000","$117,332,973"
455,SQD,SQD,$0.13611,-1.37%,-1.46%,-12.46%,89.80%,"$10,503,916","859,574,103.26312542","1,337,000,000","$117,005,869"
457,Moonwell Flagship ETH (Morpho Vault),MWETH,"$3,891.85",0.32%,0.16%,4.09%,-7.82%,$5.92,"30,040","30,040","$116,911,308"
458,XYO Network,XYO,$0.00840872,0.28%,18.03%,10.64%,-12.92%,"$16,677,724","13,931,216,938.0112896","13,931,216,938.0112896","$116,729,077"
459,VeThor,VTHO,$0.00122082,0.29%,0.84%,4.72%,-27.79%,"$1,041,147","95,393,358,260","95,446,885,379","$116,456,833"
460,PayFi Strategy Token USDC,PSTUSDC,$1.055,-0.01%,0.01%,0.13%,0.71%,"$610,257","110,410,130.64763699","110,410,130.64763699","$116,429,452"
461,Wrapped Aave Ethereum USDT,WAETHUSDT,$1.14,-0.00%,-0.04%,0.06%,0.18%,"$5,511,451","100,785,860.424932","100,785,860.424932","$115,297,420"
462,Gaib AI Dollar Alpha USDC,AIDAUSDC,$0.999623,0.03%,0.70%,-0.35%,,"$2,611,350","114,772,921.187424","114,772,921.187424","$114,729,852"
463,Anzen USDz,USDZ,$0.99093,0.10%,0.13%,-0.04%,0.18%,"$41,591","115,494,559.86715139","115,494,559.86715139","$114,464,503"
464,DOLA,DOLA,$0.996836,-0.01%,0.00%,0.05%,0.22%,"$2,461,158","114,341,942.1637498","194,180,054.2072489","$113,974,721"
465,Minidoge,MINIDOGE,$0.00000016,0.78%,1.16%,-9.50%,-18.94%,"$3,355,596","699,999,999,999,900","1,000,000,000,000,000","$113,486,333"
466,Siacoin,SC,$0.00202036,-0.10%,-0.06%,0.33%,-25.89%,"$4,574,648","56,025,636,522.07518768","61,782,915,676.30303955","$113,191,356"
467,WeFi,WFI,$1.57,-0.03%,19.90%,44.51%,140.98%,"$7,523,688","71,885,366.14905336","1,000,000,000","$112,711,689"
468,Anoma,XAN,$0.04493,-1.15%,6.03%,35.78%,,"$24,731,503","2,500,000,000","10,000,000,000","$112,336,741"
469,Moo Deng,MOODENG,$0.113187,0.47%,1.36%,4.45%,-26.39%,"$15,039,931","989,971,791.16999996","989,971,791.16999996","$112,060,133"
470,aelf,ELF,$0.139873,0.48%,0.04%,-1.06%,-22.75%,"$2,322,862","797,584,866.44378817","996,446,346.34709811","$111,515,256"
471,Avant Staked USD,SAVUSD,$1.1,-0.01%,-0.19%,0.19%,1.15%,"$153,383","101,225,293.0235129","101,225,293.0235129","$111,500,811"
472,DigiByte,DGB,$0.00620289,-0.00%,0.23%,-2.67%,-18.75%,"$3,302,408","17,966,697,301.54251862","17,966,974,449.57386017","$111,445,513"
473,USDA,USDA,$0.99307,-0.44%,-0.41%,-0.13%,-0.63%,"$37,729,238","111,000,000","111,000,000","$110,807,545"
474,GMX,GMX,$10.67,0.31%,2.98%,4.84%,-41.50%,"$7,344,618","10,340,742.21946678","10,340,742.21946678","$110,406,840"
475,IoTeX,IOTX,$0.01166986,-0.02%,0.46%,-6.66%,-51.27%,"$5,454,236","9,441,368,979","9,441,368,983","$110,198,794"
476,SKALE,SKL,$0.01825581,-0.21%,0.20%,-6.02%,-25.58%,"$7,680,209","6,029,852,671","6,076,000,000","$110,176,516"
477,sBTC,SBTC,"$109,798",-0.03%,0.90%,2.23%,-2.06%,"$25,958","1,000","1,000","$109,796,300"
478,ORDI,ORDI,$5.21,0.15%,0.89%,5.39%,-38.34%,"$21,995,677","21,000,000","21,000,000","$109,442,246"
479,Casper Network,CSPR,$0.00801913,0.84%,2.38%,-1.13%,-15.65%,"$1,643,408","13,528,203,148","14,005,865,905","$108,505,897"
480,EthereumPoW,ETHW,$0.987394,0.17%,2.08%,1.64%,-29.42%,"$6,785,375","107,818,717.04993001","107,818,717.04993001","$106,459,564"
481,Polymesh,POLYX,$0.086881,0.23%,0.71%,2.92%,-30.90%,"$2,465,723","1,212,213,567.41505194","1,212,213,567.41505194","$105,317,377"
482,Open Campus,EDU,$0.178242,0.01%,-0.59%,3.38%,27.25%,"$15,547,969","589,833,366","1,000,000,000","$105,133,178"
483,LCX,LCX,$0.111484,-0.97%,0.75%,4.72%,-22.31%,"$873,918","940,989,527","950,000,000","$104,901,197"
484,UMA,UMA,$1.19,0.44%,2.31%,17.72%,-4.51%,"$13,163,658","88,146,172.85153146","126,426,001.3602798","$104,808,667"
485,Illuvium,ILV,$11.02,0.18%,0.42%,-0.45%,-17.30%,"$8,464,166","9,482,780.25536611","9,597,529.92364862","$104,474,705"
486,Chutes,SN64,$33.39,1.20%,4.23%,14.03%,12.37%,"$2,744,150","3,170,026.81213543","3,170,026.81213543","$104,435,856"
487,Onchain Yield Coin,ONYC,$1.041,0.11%,-0.09%,0.41%,1.17%,"$479,890","99,999,997.59685484","99,999,997.59685484","$104,024,543"
488,Entangle,NTGL,$0.00017148,,,0.00%,0.00%,"$1,211.32","616,341,612,781.72766113","843,000,000,000","$103,745,321"
489,f(x) Protocol fxUSD,FXUSD,$0.999621,0.01%,-0.01%,-0.07%,-0.01%,"$14,213,369","103,134,553.0688411","103,134,553.0688411","$103,095,473"
490,Sushi,SUSHI,$0.534398,-0.06%,-0.06%,4.59%,-21.38%,"$19,380,776","192,789,255.85548171","286,131,304.87392288","$103,031,613"
491,Ankr Network,ANKR,$0.01025341,0.17%,0.60%,1.19%,-26.64%,"$6,614,873","10,000,000,000","10,000,000,000","$102,513,120"
492,Numeraire,NMR,$12.8,0.06%,0.69%,-1.67%,-21.52%,"$6,229,869","8,007,701.3107041","10,660,010.50960943","$102,460,499"
493,Flare Bridged XRP (Flare),FXRP,$2.49,-0.53%,4.12%,10.38%,,"$2,210,395","40,875,312.945","40,875,312.945","$102,050,669"
494,MarsMi,MARSMI,$0.101687,0.72%,2.13%,2.87%,-19.63%,"$149,925","999,999,992.29569197","999,999,992.29569197","$101,243,746"
495,Savings xDAI,SDAI,$1.21,0.05%,0.40%,0.30%,0.66%,"$5,492,527","83,677,013.95520057","83,677,013.95520057","$101,066,847"
496,Tradable Singapore Fintech SSL,PC0000023,$1,0.00%,0.00%,0.00%,0.00%,$0,"100,846,154","100,846,154","$100,846,154"
497,Ring USD,USDR,$0.999678,,,-0.05%,,$4.4,"100,400,000","100,400,000","$100,367,675"
498,ViciCoin,VCNT,$17.58,0.08%,0.71%,-0.93%,-4.65%,"$142,367","5,696,260.0782642","10,000,000","$100,115,471"
499,QL1 Bridged USDT (QL1),QUSDT,$1,-0.01%,-0.02%,-0.02%,-0.02%,"$10,322.86","100,000,000","100,000,000","$100,003,514"
500,Wrapped Centrifuge,WCFG,$0.208,1.00%,3.49%,3.03%,-29.20%,"$119,054","480,227,824.9487195","480,227,824.9487195","$99,887,388"
501,Chia,XCH,$6.78,0.02%,-1.82%,-6.88%,-25.86%,"$3,673,292","14,624,580.79909135","32,999,582.31700182","$99,190,697"
503,Orderly,ORDER,$0.300486,0.86%,40.02%,42.68%,34.47%,"$126,063,985","329,001,574.92659205","1,000,000,000","$98,960,030"
502,4,4,$0.098492,1.61%,-14.98%,-27.24%,,"$80,197,447","1,000,000,000","1,000,000,000","$98,905,389"
504,VaultBridge Bridged WBTC (Katana),VBWBTC,"$110,664",-0.08%,0.62%,3.75%,-2.41%,"$3,652,785",893.04025151,893.04025151,"$98,772,376"
505,Pirate Chain,ARRR,$0.499803,0.74%,5.98%,17.23%,153.57%,"$315,045","196,213,797.97055","200,000,000","$98,099,053"
506,ICON,ICX,$0.09053,0.31%,2.07%,6.13%,-24.23%,"$1,517,026","1,078,861,300.91892099","1,093,790,685.03862691","$97,658,431"
507,Harmony,ONE,$0.00662606,1.09%,4.03%,-0.18%,-30.21%,"$5,149,713","14,743,251,757.26291084","14,747,080,645.26291084","$97,640,762"
509,f(x) USD Saving,FXSAVE,$1.06,-0.01%,-0.08%,0.29%,0.71%,"$528,610","91,845,180.72412857","91,845,180.72412857","$97,317,624"
510,Non-Playable Coin,NPC,$0.01208431,0.25%,5.76%,-5.22%,-30.83%,"$4,272,253","8,050,126,520","8,050,126,520","$97,277,097"
508,deBridge,DBR,$0.02766749,-0.00%,-12.37%,-13.17%,4.50%,"$10,170,998","3,514,363,650","10,000,000,000","$97,201,486"
511,VaultBridge Bridged ETH (Katana),VBETH,"$3,931.13",0.59%,2.15%,2.33%,-6.22%,"$14,414,271","24,708.1879976","24,708.1879976","$97,131,251"
512,Bitlight,LIGHT,$2.25,1.54%,-5.43%,86.37%,,"$8,497,367","43,056,972","420,000,000","$97,040,843"
513,Helder,HLDR,$0.240927,-0.01%,-1.64%,-2.06%,-9.39%,"$4,835.36","402,001,714.35934317","402,001,714.35934317","$96,853,082"
514,Memecoin,MEME,$0.00167622,0.13%,2.39%,2.99%,-29.99%,"$13,299,232","57,480,596,330.76698303","69,000,000,000","$96,408,355"
515,Bridged Ether (StarkGate),ETH,"$3,934.27",0.14%,2.26%,2.61%,-5.89%,"$5,233,901","24,297.29270279","24,297.29270279","$95,524,965"
516,RedStone,RED,$0.340944,0.15%,-0.99%,-3.74%,-34.55%,"$17,104,448","280,000,000","1,000,000,000","$95,464,367"
517,Apro,AT,$0.412305,-2.96%,-41.21%,,,"$130,925,941","230,000,000","1,000,000,000","$94,949,526"
519,BCGame Coin,BC,$0.00949764,0.50%,0.46%,46.12%,37.41%,"$8,734.54","9,989,728,256.92306328","9,989,728,256.92306328","$94,878,824"
518,HashKey Platform Token,HSK,$0.294142,0.07%,-2.20%,-14.20%,-26.84%,"$4,133,613","322,460,009","1,000,000,000","$94,848,896"
520,Kraken Wrapped BTC,KBTC,"$110,224",-0.38%,0.28%,3.28%,-3.17%,"$263,131",850,850,"$93,898,328"
521,GOHOME,GOHOME,$177.64,0.49%,-0.03%,2.15%,-12.01%,"$2,839,437","524,619.430167","9,999,619.430167","$93,203,845"
522,Pundi X,PUNDIX,$0.36066,0.37%,-1.90%,20.58%,16.45%,"$5,506,067","258,386,541.09992439","258,386,541.09992439","$93,195,090"
523,Giggle Fund,GIGGLE,$92.41,0.31%,-12.83%,-22.09%,313.79%,"$14,971,113","1,000,000","1,000,000","$92,462,607"
524,Babylon,BABY,$0.03231968,0.66%,1.56%,0.95%,-43.90%,"$9,911,583","2,839,432,224.98000002","10,448,001,568","$91,782,569"
525,Request,REQ,$0.122978,-0.10%,-2.17%,-0.51%,-2.36%,"$2,530,558","744,291,192.25916326","999,417,597.22992516","$91,524,737"
527,Bridged Wrapped stETH (Gnosis),WSTETH,"$4,789.27",0.25%,2.73%,2.83%,-5.17%,"$6,314,905","19,022.57011053","19,022.57011053","$91,121,086"
526,TempleDAO,TEMPLE,$3.84,,-0.12%,2.04%,-0.91%,"$3,403.36","23,722,422.59070615","23,769,704.54225455","$91,068,193"
528,Nano,XNO,$0.68032,0.04%,0.38%,1.15%,-16.52%,"$1,085,476","133,248,290","133,248,290","$90,651,303"
529,Band,BAND,$0.542496,0.15%,-0.25%,4.68%,-19.28%,"$6,127,420","166,900,496.43911201","167,252,164.55629599","$90,614,052"
530,Api3,API3,$0.685671,-0.05%,-1.21%,6.37%,-16.19%,"$11,932,109","131,436,062.8158147","153,685,736.122787","$90,152,790"
531,Swop,SWOP,$0.009,-0.01%,-0.01%,-5.59%,-11.15%,$22.57,"9,999,998,196.72681236","9,999,998,196.72681236","$90,000,119"
532,Novem Pro,NVM,$0.410451,-0.01%,-0.02%,-0.02%,-0.03%,"$379,948","218,541,041.12034351","218,541,041.12034351","$89,700,450"
533,VanEck Treasury Fund,VBILL,$1,0.00%,0.00%,0.00%,0.00%,$0,"89,657,941.81","89,657,941.81","$89,657,942"
534,Sologenic,SOLO,$0.224647,-0.90%,1.01%,-0.21%,-23.33%,"$2,427,897","399,198,717","399,198,717","$89,650,887"
535,Linea Bridged USDC (Linea),USDC,$1.001,0.29%,0.14%,0.18%,0.01%,"$29,697,045","89,149,161.205714","89,149,161.205714","$89,275,719"
536,Verge,XVG,$0.0053967,-0.15%,-1.36%,-5.80%,1.50%,"$7,674,479","16,521,951,235.74134064","16,555,000,000","$89,099,563"
537,L2 Standard Bridged WETH (Optimism),WETH,"$3,937.12",0.15%,2.74%,2.83%,-5.49%,"$25,444,865","22,545.10770868","22,545.10770868","$88,749,719"
538,Ridges AI,SN62,$28.48,0.17%,2.61%,22.32%,42.91%,"$6,758,620","3,101,628.93035214","3,101,628.93035214","$88,339,465"
539,Cronos Bridged USDT (Cronos),USDT,$1.001,-0.04%,0.69%,-0.01%,0.10%,"$195,293","87,824,964.111949","87,824,964.111949","$88,010,243"
540,pumpBTC,PUMPBTC,"$109,141",-0.12%,1.74%,4.58%,3.88%,$37.58,804.71102983,804.71102983,"$87,827,214"
541,Yield Guild Games,YGG,$0.140112,-0.12%,2.04%,-2.05%,-12.37%,"$22,651,009","626,369,363.87291276","999,716,389.32277703","$87,773,410"
542,Osmosis,OSMO,$0.116275,0.03%,0.18%,-2.60%,-18.99%,"$4,811,323","748,892,600","994,413,200","$87,109,473"
543,Paycoin,PCI,$0.085071,0.84%,0.24%,0.77%,-15.04%,"$375,065","1,022,576,439.87845004","1,900,000,000","$86,952,487"
544,Nillion,NIL,$0.319198,-0.34%,-0.96%,23.32%,0.84%,"$7,854,708","271,106,916.66600001","1,000,000,000","$86,580,622"
